Transcript stable ID version,Gene stable ID version,Gene name,Gene type,Gene description
ENST00000433210.1,ENSG00000231620.1,,lncRNA,novel transcript
ENST00000602654.1,ENSG00000269950.1,,lncRNA,novel transcript
ENST00000382751.4,ENSG00000142207.7,URB1,protein_coding,URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]
ENST00000480196.2,ENSG00000142207.7,URB1,protein_coding,URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]
ENST00000492603.1,ENSG00000142207.7,URB1,protein_coding,URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]
ENST00000454795.1,ENSG00000226406.1,RBMX2P1,processed_pseudogene,RBMX2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39923]
ENST00000651130.1,ENSG00000286032.1,,TEC,TEC
ENST00000464664.3,ENSG00000274559.3,,protein_coding,novel histone H2B family protein
ENST00000416044.1,ENSG00000232263.1,KRTAP25-1,protein_coding,keratin associated protein 25-1 [Source:HGNC Symbol;Acc:HGNC:34003]
ENST00000653041.1,ENSG00000286643.1,,lncRNA,"novel transcript, antisense to TIAM1"
ENST00000625014.1,ENSG00000279213.1,SNX18P10,processed_pseudogene,sorting nexin 18 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39618]
ENST00000651001.1,ENSG00000286091.1,,TEC,TEC
ENST00000333892.3,ENSG00000187026.3,KRTAP21-2,protein_coding,keratin associated protein 21-2 [Source:HGNC Symbol;Acc:HGNC:18946]
ENST00000418755.1,ENSG00000233640.2,KRTAP13-5P,unprocessed_pseudogene,"keratin associated protein 13-5, pseudogene [Source:HGNC Symbol;Acc:HGNC:18929]"
ENST00000625020.1,ENSG00000279990.1,RPSAP68,processed_pseudogene,ribosomal protein SA pseudogene 68 [Source:HGNC Symbol;Acc:HGNC:51920]
ENST00000400532.5,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000480456.6,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000460679.5,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000492962.1,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000477351.1,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000471689.1,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000312957.9,ENSG00000154721.15,JAM2,protein_coding,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]
ENST00000660906.1,ENSG00000286902.1,,lncRNA,novel transcript
ENST00000428205.1,ENSG00000234730.1,,lncRNA,novel transcript
ENST00000447052.1,ENSG00000223822.2,EEF1A1P1,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3191]
ENST00000624561.1,ENSG00000280191.3,LINC01669,lncRNA,long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]
ENST00000624105.1,ENSG00000280191.3,LINC01669,lncRNA,long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]
ENST00000624113.1,ENSG00000280191.3,LINC01669,lncRNA,long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]
ENST00000623161.3,ENSG00000280191.3,LINC01669,lncRNA,long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]
ENST00000623549.1,ENSG00000280191.3,LINC01669,lncRNA,long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]
ENST00000652251.1,ENSG00000233480.2,LINC01683,lncRNA,long intergenic non-protein coding RNA 1683 [Source:HGNC Symbol;Acc:HGNC:52471]
ENST00000443479.1,ENSG00000233480.2,LINC01683,lncRNA,long intergenic non-protein coding RNA 1683 [Source:HGNC Symbol;Acc:HGNC:52471]
ENST00000421604.1,ENSG00000230972.1,,lncRNA,novel transcript
ENST00000447384.1,ENSG00000236332.2,,lncRNA,novel transcript
ENST00000656258.1,ENSG00000236332.2,,lncRNA,novel transcript
ENST00000666822.1,ENSG00000236332.2,,lncRNA,novel transcript
ENST00000454921.1,ENSG00000236400.1,KRTAP21-4P,unprocessed_pseudogene,"keratin associated protein 21-4, pseudogene [Source:HGNC Symbol;Acc:HGNC:18954]"
ENST00000427911.1,ENSG00000232360.1,,lncRNA,novel transcript
ENST00000567517.1,ENSG00000260583.1,,lncRNA,"novel transcript, antisense to MRPL39"
ENST00000448063.1,ENSG00000224018.2,,lncRNA,novel transcript
ENST00000661367.1,ENSG00000224018.2,,lncRNA,novel transcript
ENST00000654547.1,ENSG00000224018.2,,lncRNA,novel transcript
ENST00000608410.1,ENSG00000273115.1,,lncRNA,novel transcript
ENST00000399975.7,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000399976.7,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000334352.8,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000474835.5,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000399973.1,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000485067.1,ENSG00000156256.15,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ENST00000441465.1,ENSG00000231986.1,,lncRNA,novel transcript
ENST00000430538.1,ENSG00000225267.1,RPL8P2,processed_pseudogene,ribosomal protein L8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17220]
ENST00000420186.2,ENSG00000231236.2,,lncRNA,novel transcript
ENST00000436373.1,ENSG00000233236.1,LINC02573,lncRNA,long intergenic non-protein coding RNA 2573 [Source:HGNC Symbol;Acc:HGNC:53730]
ENST00000623768.1,ENSG00000280082.1,,TEC,TEC
ENST00000617716.4,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000632537.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000623011.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000624312.2,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000633442.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000633593.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000634020.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000634021.1,ENSG00000275464.5,,protein_coding,"novel protein, similar to PWP2 periodic tryptophan protein homolog (yeast) PWP2"
ENST00000393804.2,ENSG00000230870.2,FBXW11P1,processed_pseudogene,F-box and WD repeat domain containing 11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1145]
ENST00000441009.1,ENSG00000226983.3,LINC01692,lncRNA,long intergenic non-protein coding RNA 1692 [Source:HGNC Symbol;Acc:HGNC:52480]
ENST00000659370.1,ENSG00000226983.3,LINC01692,lncRNA,long intergenic non-protein coding RNA 1692 [Source:HGNC Symbol;Acc:HGNC:52480]
ENST00000433310.6,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000430247.1,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000452028.1,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000659279.1,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000654020.1,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000657148.1,ENSG00000232855.7,,lncRNA,novel transcript
ENST00000286808.5,ENSG00000156282.5,CLDN17,protein_coding,claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]
ENST00000429843.1,ENSG00000234293.1,BACH1-IT3,lncRNA,BACH1 intronic transcript 3 [Source:HGNC Symbol;Acc:HGNC:16455]
ENST00000299340.9,ENSG00000166265.13,CYYR1,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]
ENST00000652641.2,ENSG00000166265.13,CYYR1,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]
ENST00000400043.3,ENSG00000166265.13,CYYR1,protein_coding,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]
ENST00000320371.6,ENSG00000176054.6,RPL23P2,processed_pseudogene,ribosomal protein L23 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10324]
ENST00000413813.1,ENSG00000232260.2,BTF3L4P1,processed_pseudogene,basic transcription factor 3 like 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39645]
ENST00000426771.1,ENSG00000223563.1,,lncRNA,novel transcript
ENST00000450472.1,ENSG00000236056.1,GAPDHP14,processed_pseudogene,glyceraldehyde-3-phosphate dehydrogenase pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:4160]
ENST00000439593.1,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000303113.10,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000453626.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000303071.10,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000457359.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000417871.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000460557.1,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000444517.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000442660.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000437395.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000432378.5,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000440810.1,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000462566.1,ENSG00000159147.18,DONSON,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]
ENST00000334068.3,ENSG00000186971.3,KRTAP13-4,protein_coding,keratin associated protein 13-4 [Source:HGNC Symbol;Acc:HGNC:18926]
ENST00000488492.5,ENSG00000243927.6,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
ENST00000399312.3,ENSG00000243927.6,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
ENST00000477091.5,ENSG00000243927.6,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
ENST00000483977.5,ENSG00000243927.6,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
ENST00000482679.1,ENSG00000243927.6,MRPS6,protein_coding,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]
ENST00000453802.5,ENSG00000232512.6,,lncRNA,novel transcript
ENST00000418942.1,ENSG00000232512.6,,lncRNA,novel transcript
ENST00000454622.2,ENSG00000227757.3,,lncRNA,novel transcript
ENST00000409758.1,ENSG00000222042.2,,lncRNA,novel transcript
ENST00000656005.1,ENSG00000222042.2,,lncRNA,novel transcript
ENST00000667825.1,ENSG00000222042.2,,lncRNA,novel transcript
ENST00000456825.1,ENSG00000215369.3,RPL37P3,processed_pseudogene,ribosomal protein L37 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:17238]
ENST00000400014.2,ENSG00000215317.2,THUMPD1P1,processed_pseudogene,THUMP domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23808]
ENST00000565564.1,ENSG00000259981.1,,lncRNA,novel transcript
ENST00000447125.5,ENSG00000215533.8,LINC00189,lncRNA,long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]
ENST00000420364.1,ENSG00000215533.8,LINC00189,lncRNA,long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]
ENST00000431661.1,ENSG00000215533.8,LINC00189,lncRNA,long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]
ENST00000448832.1,ENSG00000215351.3,PPIAP1,processed_pseudogene,peptidylprolyl isomerase A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9254]
ENST00000608809.1,ENSG00000273254.1,,lncRNA,"novel transcript, antisense to USP16"
ENST00000623217.1,ENSG00000279381.1,,processed_pseudogene,"ankyrin repeat domain 20 family, member A2 (ANKRD20A2) pseudogene"
ENST00000449339.1,ENSG00000234509.1,,lncRNA,novel transcript
ENST00000436405.1,ENSG00000235514.1,LLPHP2,processed_pseudogene,LLPH pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50492]
ENST00000426418.2,ENSG00000234052.2,LINC01673,lncRNA,long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]
ENST00000657236.1,ENSG00000234052.2,LINC01673,lncRNA,long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]
ENST00000662686.1,ENSG00000234052.2,LINC01673,lncRNA,long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]
ENST00000660773.1,ENSG00000234052.2,LINC01673,lncRNA,long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]
ENST00000668267.1,ENSG00000234052.2,LINC01673,lncRNA,long intergenic non-protein coding RNA 1673 [Source:HGNC Symbol;Acc:HGNC:52461]
ENST00000340345.6,ENSG00000188694.6,KRTAP24-1,protein_coding,keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]
ENST00000334897.4,ENSG00000186930.4,KRTAP6-2,protein_coding,keratin associated protein 6-2 [Source:HGNC Symbol;Acc:HGNC:18932]
ENST00000412942.1,ENSG00000232687.1,RPL12P9,processed_pseudogene,ribosomal protein L12 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:23766]
ENST00000334664.3,ENSG00000244624.3,KRTAP20-1,protein_coding,keratin associated protein 20-1 [Source:HGNC Symbol;Acc:HGNC:18943]
ENST00000335093.5,ENSG00000187005.5,KRTAP21-1,protein_coding,keratin associated protein 21-1 [Source:HGNC Symbol;Acc:HGNC:18945]
ENST00000382828.2,ENSG00000206105.2,KRTAP20-4,protein_coding,keratin associated protein 20-4 [Source:HGNC Symbol;Acc:HGNC:34002]
ENST00000653079.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000664370.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000659435.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000668944.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000439840.2,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000662610.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000662734.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000441013.5,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000332587.8,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000662287.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000671034.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000670098.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000669436.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000665829.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000667265.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000662827.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000659593.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000665160.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000652840.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000659748.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000657301.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000668015.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000440205.5,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000655536.1,ENSG00000185433.10,LINC00158,lncRNA,long intergenic non-protein coding RNA 158 [Source:HGNC Symbol;Acc:HGNC:1283]
ENST00000381815.9,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000381831.7,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000381839.7,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000424203.5,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000482663.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000487155.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000460305.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000467575.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000361093.9,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000366093.6,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000466882.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000497313.5,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000430874.5,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000426819.5,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000476524.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000488791.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000438059.5,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000441403.1,ENSG00000159131.17,GART,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
ENST00000453784.2,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000666492.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000415182.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000655241.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000659824.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000662917.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000655294.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000654771.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000668910.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000653855.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000657522.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000670142.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000671574.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000653413.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000657079.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000653166.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000655533.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000657774.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000655039.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000668315.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000423581.2,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000655505.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000656122.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000656780.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000656088.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000656842.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
